ACCIDENT_NO,Accident_Date_Time,NO_PERSONS_KILLED,Light_Condition_Desc,Light_Condition_Category
T20180020794,2018-06-11 12:30:00,0,Day,Day
T20180020795,2018-05-21 18:00:00,0,Unknown,Others
T20180020797,2018-06-11 13:30:00,0,Day,Day
T20180020801,2018-06-11 11:05:00,0,Day,Day
T20180020802,2018-05-11 19:44:00,0,Dusk/Dawn,Others
T20180020804,2018-03-11 09:00:00,0,Day,Day
T20180020805,2018-04-11 11:30:00,0,Day,Day
T20180020808,2018-06-11 15:25:00,0,Day,Day
T20180020811,2018-06-11 13:58:00,0,Day,Day
T20180020813,2018-06-11 12:19:00,0,Day,Day
T20180020817,2018-06-11 15:00:00,0,Day,Day
T20180020818,2018-06-11 16:00:00,0,Dusk/Dawn,Others
T20180020820,2018-05-11 12:25:00,0,Day,Day
T20180020822,2018-06-11 18:41:00,0,Day,Day
T20180020823,2018-06-11 19:18:00,0,Day,Day
T20180020824,2018-06-11 19:10:00,0,Day,Day
T20180020825,2018-03-11 15:00:00,0,Day,Day
T20180020826,2018-06-11 18:55:00,1,Day,Day
T20180020827,2018-06-11 18:50:00,0,Day,Day
T20180020828,2018-06-11 18:10:00,0,Day,Day
T20180020832,2018-04-11 12:30:00,0,Day,Day
T20180020833,2018-07-11 00:10:00,0,Dark Street lights on,Dark Street lights on
T20180020834,2018-06-11 23:00:00,0,Dark Street lights on,Dark Street lights on
T20180020837,2018-07-11 07:20:00,0,Day,Day
T20180020838,2018-07-11 08:20:00,0,Day,Day
T20180020839,2018-07-11 08:25:00,0,Day,Day
T20180020841,2018-07-11 09:00:00,0,Day,Day
T20180020848,2018-07-11 08:45:00,0,Day,Day
T20180020849,2018-07-11 11:00:00,0,Day,Day
T20180020852,2018-07-11 10:48:00,0,Day,Day
T20180020854,2018-07-11 10:15:00,0,Day,Day
T20180020855,2018-05-11 22:40:00,0,Dark Street lights on,Dark Street lights on
T20180020856,2018-07-11 09:15:00,0,Day,Day
T20180020860,2018-06-11 18:00:00,0,Day,Day
T20180020862,2018-07-11 11:33:00,0,Day,Day
T20180020863,2018-07-11 12:25:00,0,Day,Day
T20180020864,2018-07-11 15:20:00,0,Day,Day
T20180020872,2018-07-11 16:44:00,0,Day,Day
T20180020873,2018-07-11 14:56:00,0,Day,Day
T20180020875,2018-07-11 15:20:00,0,Day,Day
T20180020876,2018-07-11 17:46:00,0,Day,Day
T20180020877,2018-07-11 18:00:00,0,Dusk/Dawn,Others
T20180020879,2018-07-11 18:50:00,0,Day,Day
T20180020882,2018-09-10 07:25:00,0,Day,Day
T20180020884,2018-07-11 17:30:00,0,Day,Day
T20180020885,2018-07-11 19:55:00,0,Dusk/Dawn,Others
T20180020888,2018-07-11 20:37:00,0,Dark Street lights on,Dark Street lights on
T20180020889,2018-07-11 16:00:00,0,Day,Day
T20180020891,2018-07-11 17:30:00,0,Day,Day
T20180020894,2018-07-11 21:00:00,0,Dark Street lights on,Dark Street lights on
T20180020895,2018-07-11 18:02:00,0,Day,Day
T20180020897,2018-07-11 22:52:00,0,Dark Street lights on,Dark Street lights on
T20180020898,2018-07-11 22:30:00,0,Dark No street lights,Dark Street no lights
T20180020901,2018-01-11 13:00:00,0,Day,Day
T20180020903,2018-07-11 21:58:00,0,Dark Street lights on,Dark Street lights on
T20180020905,2018-10-29 17:00:00,0,Day,Day
T20180020906,2018-07-11 08:22:00,0,Day,Day
T20180020907,2018-08-11 07:40:00,0,Day,Day
T20180020909,2018-08-11 08:55:00,0,Day,Day
T20180020910,2018-04-11 08:00:00,0,Day,Day
T20180020913,2018-06-11 14:00:00,0,Day,Day
T20180020914,2018-08-11 10:12:00,0,Day,Day
T20180020915,2018-08-11 13:00:00,0,Day,Day
T20180020917,2018-08-11 08:25:00,0,Day,Day
T20180020918,2018-08-11 10:15:00,0,Day,Day
T20180020921,2018-07-11 17:30:00,0,Day,Day
T20180020922,2018-05-11 06:50:00,0,Day,Day
T20180020923,2018-07-11 15:45:00,0,Day,Day
T20180020924,2018-06-11 12:49:00,0,Day,Day
T20180020925,2018-09-18 05:30:00,0,Dusk/Dawn,Others
T20180020927,2018-08-11 15:00:00,0,Day,Day
T20180020931,2018-07-11 15:45:00,0,Unknown,Others
T20180020933,2018-08-11 15:45:00,0,Day,Day
T20180020935,2018-08-11 14:00:00,0,Day,Day
T20180020939,2018-08-11 18:00:00,0,Day,Day
T20180020941,2018-07-11 16:30:00,0,Day,Day
T20180020944,2018-01-11 14:00:00,0,Day,Day
T20180020946,2018-08-11 22:13:00,0,Dark Street lights on,Dark Street lights on
T20180020947,2018-08-11 18:20:00,0,Day,Day
T20180020949,2018-08-11 04:15:00,0,Dark Street lights unknown,Others
T20180020951,2018-08-11 22:00:00,0,Dark Street lights on,Dark Street lights on
T20180020952,2018-09-11 00:08:00,0,Dark Street lights on,Dark Street lights on
T20180020953,2018-09-11 01:50:00,0,Dark No street lights,Dark Street no lights
T20180020956,2018-02-11 12:40:00,0,Day,Day
T20180020958,2018-08-09 17:00:00,0,Day,Day
T20180020959,2018-10-30 15:10:00,0,Day,Day
T20180020960,2018-08-11 16:05:00,0,Day,Day
T20180020961,2018-09-11 06:15:00,0,Day,Day
T20180020963,2018-09-11 06:30:00,0,Dusk/Dawn,Others
T20180020964,2018-09-11 08:30:00,0,Day,Day
T20180020965,2018-09-11 08:40:00,0,Day,Day
T20180020968,2018-08-11 14:01:00,0,Day,Day
T20180020969,2018-09-11 08:00:00,0,Day,Day
T20180020971,2018-08-11 17:10:00,0,Day,Day
T20180020974,2018-09-11 10:00:00,0,Day,Day
T20180020975,2018-09-11 12:00:00,0,Day,Day
T20180020976,2018-09-11 10:50:00,0,Day,Day
T20180020980,2018-09-11 12:22:00,0,Day,Day
T20180020981,2018-09-11 12:30:00,0,Day,Day
T20180020982,2018-09-11 13:20:00,0,Day,Day
T20180020983,2018-09-11 13:50:00,0,Day,Day
T20180020984,2018-09-11 08:45:00,0,Day,Day
T20180020986,2018-09-11 14:48:00,0,Day,Day
T20180020987,2018-09-11 12:20:00,0,Day,Day
T20180020990,2018-09-11 17:45:00,0,Day,Day
T20180020992,2018-10-27 17:00:00,0,Day,Day
T20180020994,2018-09-11 17:30:00,0,Day,Day
T20180020996,2018-09-11 20:15:00,0,Dusk/Dawn,Others
T20180020997,2018-09-11 18:50:00,0,Day,Day
T20180020998,2018-09-11 18:30:00,0,Day,Day
T20180020999,2018-09-11 03:15:00,0,Dark Street lights on,Dark Street lights on
T20180021001,2018-09-11 19:08:00,0,Day,Day
T20180021002,2018-09-11 15:14:00,0,Day,Day
T20180021003,2018-09-11 21:40:00,0,Dark Street lights on,Dark Street lights on
T20180021004,2018-10-11 00:05:00,0,Dark Street lights unknown,Others
T20180021005,2018-09-11 23:45:00,0,Dark Street lights on,Dark Street lights on
T20180021006,2018-09-11 18:00:00,0,Day,Day
T20180021009,2018-10-14 13:35:00,0,Day,Day
T20180021011,2018-01-11 18:35:00,0,Day,Day
T20180021013,2018-09-11 19:40:00,0,Day,Day
T20180021015,2018-03-11 09:30:00,0,Unknown,Others
T20180021017,2018-10-11 10:45:00,0,Day,Day
T20180021020,2018-10-11 10:40:00,0,Day,Day
T20180021022,2018-10-11 11:30:00,0,Day,Day
T20180021026,2018-10-11 10:00:00,0,Day,Day
T20180021027,2018-10-11 14:10:00,0,Day,Day
T20180021028,2018-10-11 13:30:00,0,Day,Day
T20180021030,2018-10-11 12:20:00,0,Day,Day
T20180021031,2018-10-11 13:50:00,0,Day,Day
T20180021034,2018-10-11 15:20:00,0,Day,Day
T20180021035,2018-10-11 16:12:00,0,Day,Day
T20180021037,2018-10-11 15:10:00,0,Day,Day
T20180021039,2018-10-11 16:30:00,0,Day,Day
T20180021040,2018-10-11 14:10:00,0,Day,Day
T20180021041,2018-10-11 17:35:00,0,Day,Day
T20180021044,2018-10-11 17:30:00,0,Day,Day
T20180021049,2018-10-11 00:45:00,0,Dark Street lights on,Dark Street lights on
T20180021050,2018-10-11 16:25:00,0,Day,Day
T20180021052,2018-10-11 16:30:00,0,Day,Day
T20180021055,2018-10-11 20:26:00,0,Dusk/Dawn,Others
T20180021056,2018-10-11 17:30:00,0,Day,Day
T20180021058,2018-10-11 22:52:00,0,Dark No street lights,Dark Street no lights
T20180021063,2018-08-11 23:00:00,0,Dark Street lights on,Dark Street lights on
T20180021065,2018-10-11 22:51:00,0,Dark No street lights,Dark Street no lights
T20180021066,2018-10-11 04:40:00,0,Dark Street lights on,Dark Street lights on
T20180021067,2018-10-11 23:32:00,0,Dark No street lights,Dark Street no lights
T20180021069,2018-10-11 23:20:00,0,Dark No street lights,Dark Street no lights
T20180021072,2018-11-11 01:30:00,0,Dark No street lights,Dark Street no lights
T20180021074,2018-11-11 02:49:00,1,Dark No street lights,Dark Street no lights
T20180021078,2018-10-11 16:40:00,0,Day,Day
T20180021079,2018-11-11 08:55:00,0,Day,Day
T20180021080,2018-10-11 17:40:00,0,Dusk/Dawn,Others
T20180021082,2018-10-11 18:00:00,0,Day,Day
T20180021083,2018-11-11 08:15:00,0,Day,Day
T20180021085,2018-08-11 19:45:00,0,Day,Day
T20180021087,2018-11-11 07:40:00,0,Day,Day
T20180021088,2018-11-11 06:15:00,0,Day,Day
T20180021090,2018-11-11 11:26:00,0,Day,Day
T20180021091,2018-11-11 09:45:00,0,Day,Day
T20180021093,2018-11-11 10:14:00,0,Day,Day
T20180021094,2018-11-11 00:13:00,0,Dark Street lights on,Dark Street lights on
T20180021095,2018-11-11 13:45:00,0,Day,Day
T20180021096,2018-11-11 12:00:00,0,Day,Day
T20180021097,2018-11-11 12:50:00,0,Day,Day
T20180021099,2018-11-11 11:45:00,0,Day,Day
T20180021100,2018-11-11 15:05:00,0,Day,Day
T20180021102,2018-11-11 11:30:00,0,Day,Day
T20180021103,2018-11-11 14:21:00,0,Day,Day
T20180021109,2018-11-11 16:15:00,0,Day,Day
T20180021111,2018-11-11 17:55:00,0,Day,Day
T20180021112,2018-03-11 09:30:00,0,Day,Day
T20180021113,2018-11-11 17:29:00,0,Day,Day
T20180021115,2018-11-11 15:35:00,0,Day,Day
T20180021117,2018-11-11 16:35:00,0,Day,Day
T20180021118,2018-10-30 07:00:00,0,Day,Day
T20180021119,2018-11-11 17:40:00,0,Day,Day
T20180021121,2018-09-11 22:00:00,0,Dark Street lights on,Dark Street lights on
T20180021122,2018-11-11 16:47:00,0,Day,Day
T20180021126,2018-11-11 19:45:00,0,Day,Day
T20180021133,2018-12-11 00:50:00,0,Dark No street lights,Dark Street no lights
T20180021135,2018-01-11 01:30:00,0,Dark Street lights on,Dark Street lights on
T20180021137,2018-12-11 07:05:00,0,Day,Day
T20180021140,2018-02-09 11:30:00,0,Day,Day
T20180021142,2018-10-11 23:38:00,0,Dark Street lights on,Dark Street lights on
T20180021143,2018-12-11 07:50:00,0,Day,Day
T20180021144,2018-12-11 09:55:00,0,Day,Day
T20180021147,2018-10-31 17:15:00,0,Day,Day
T20180021151,2018-12-11 08:50:00,0,Day,Day
T20180021152,2018-12-11 08:59:00,0,Day,Day
T20180021153,2018-12-11 09:32:00,0,Day,Day
T20180021155,2018-12-11 01:00:00,0,Dark No street lights,Dark Street no lights
T20180021156,2018-12-11 12:30:00,0,Day,Day
T20180021157,2018-10-10 16:20:00,0,Day,Day
T20180021160,2018-12-11 13:00:00,0,Day,Day
T20180021161,2018-12-11 10:30:00,0,Day,Day
T20180021162,2018-12-11 09:15:00,0,Day,Day
T20180021163,2018-12-11 12:45:00,0,Day,Day
T20180021165,2018-12-11 09:28:00,0,Day,Day
T20180021166,2018-12-11 13:06:00,0,Day,Day
T20180021167,2018-12-11 12:15:00,0,Day,Day
T20180021170,2018-12-11 13:51:00,0,Day,Day
T20180021171,2018-12-11 15:20:00,0,Day,Day
T20180021172,2018-12-11 15:52:00,0,Day,Day
T20180021173,2018-12-11 13:30:00,0,Day,Day
T20180021175,2018-12-11 08:30:00,0,Day,Day
T20180021176,2018-12-11 15:05:00,0,Day,Day
T20180021178,2018-12-11 15:50:00,0,Day,Day
T20180021180,2018-12-11 11:30:00,0,Day,Day
T20180021182,2018-12-11 16:32:00,0,Day,Day
T20180021183,2018-10-18 07:45:00,0,Day,Day
T20180021186,2018-12-11 16:10:00,0,Day,Day
T20180021187,2018-10-22 11:00:00,0,Day,Day
T20180021190,2018-12-11 17:05:00,0,Day,Day
T20180021191,2018-12-11 17:15:00,0,Day,Day
T20180021192,2018-12-11 17:50:00,0,Day,Day
T20180021193,2018-12-11 17:41:00,0,Day,Day
T20180021195,2018-12-11 16:15:00,0,Day,Day
T20180021196,2018-12-11 17:00:00,0,Day,Day
T20180021197,2018-12-11 18:52:00,0,Day,Day
T20180021198,2018-12-11 17:06:00,0,Day,Day
T20180021199,2018-12-11 19:38:00,0,Day,Day
T20180021200,2018-12-11 17:30:00,0,Day,Day
T20180021202,2018-12-11 19:06:00,0,Day,Day
T20180021204,2018-12-11 16:20:00,0,Day,Day
T20180021206,2018-11-11 23:23:00,0,Dark Street lights on,Dark Street lights on
T20180021208,2018-12-11 20:35:00,0,Dark No street lights,Dark Street no lights
T20180021209,2018-12-11 16:45:00,0,Day,Day
T20180021210,2018-10-11 11:00:00,0,Day,Day
T20180021211,2018-12-11 18:15:00,0,Day,Day
T20180021212,2018-12-11 17:45:00,0,Day,Day
T20180021214,2018-12-11 22:20:00,0,Dark No street lights,Dark Street no lights
T20180021216,2018-09-29 22:47:00,0,Dark Street lights on,Dark Street lights on
T20180021219,2018-12-11 14:15:00,0,Day,Day
T20180021220,2018-11-13 00:50:00,0,Dark No street lights,Dark Street no lights
T20180021223,2018-07-09 19:30:00,0,Unknown,Others
T20180021225,2018-12-11 10:30:00,0,Day,Day
T20180021226,2018-11-13 07:30:00,0,Day,Day
T20180021227,2018-12-11 16:03:00,0,Day,Day
T20180021228,2018-10-28 15:00:00,0,Day,Day
T20180021229,2018-12-11 17:20:00,0,Day,Day
T20180021233,2018-11-13 00:09:00,0,Unknown,Others
T20180021234,2018-12-11 19:30:00,0,Dusk/Dawn,Others
T20180021238,2018-12-06 16:45:00,0,Day,Day
T20180021240,2018-11-13 10:29:00,0,Day,Day
T20180021244,2018-11-13 12:45:00,0,Day,Day
T20180021246,2018-11-13 10:56:00,0,Day,Day
T20180021248,2018-11-11 20:15:00,0,Dusk/Dawn,Others
T20180021250,2018-04-11 14:30:00,0,Day,Day
T20180021252,2018-11-13 14:30:00,0,Day,Day
T20180021253,2018-11-13 13:13:00,0,Day,Day
T20180021259,2018-11-13 15:35:00,0,Day,Day
T20180021260,2018-11-13 13:00:00,0,Day,Day
T20180021261,2018-11-13 16:17:00,0,Day,Day
T20180021262,2018-11-13 17:40:00,0,Day,Day
T20180021263,2018-12-11 16:15:00,0,Day,Day
T20180021264,2018-11-13 17:10:00,0,Day,Day
T20180021265,2018-10-26 16:20:00,0,Day,Day
T20180021267,2018-11-13 20:19:00,0,Day,Day
T20180021268,2018-11-13 19:15:00,0,Day,Day
T20180021270,2018-09-11 18:12:00,0,Day,Day
T20180021271,2018-11-13 20:30:00,0,Dark Street lights on,Dark Street lights on
T20180021272,2018-11-13 15:25:00,0,Day,Day
T20180021273,2018-11-13 16:40:00,0,Day,Day
T20180021277,2018-12-11 22:10:00,0,Dark Street lights on,Dark Street lights on
T20180021279,2018-11-13 23:50:00,0,Dark Street lights on,Dark Street lights on
T20180021281,2018-11-13 22:25:00,0,Dark Street lights on,Dark Street lights on
T20180021284,2018-11-14 02:50:00,0,Dark Street lights on,Dark Street lights on
T20180021285,2018-11-13 22:15:00,0,Dark No street lights,Dark Street no lights
T20180021289,2018-09-19 15:30:00,0,Day,Day
T20180021292,2018-11-14 06:50:00,0,Day,Day
T20180021293,2018-11-13 09:15:00,0,Day,Day
T20180021295,2018-11-14 08:40:00,0,Day,Day
T20180021298,2018-11-14 07:50:00,0,Day,Day
T20180021300,2018-11-14 07:00:00,0,Day,Day
T20180021304,2018-07-11 18:40:00,0,Dusk/Dawn,Others
T20180021308,2018-11-14 11:00:00,0,Day,Day
T20180021311,2018-11-11 00:18:00,0,Dark No street lights,Dark Street no lights
T20180021312,2018-11-13 17:30:00,0,Day,Day
T20180021315,2018-10-16 12:30:00,0,Unknown,Others
T20180021316,2018-03-08 18:45:00,0,Dark Street lights on,Dark Street lights on
T20180021317,2018-11-14 09:34:00,0,Day,Day
T20180021319,2018-10-11 00:30:00,0,Dark No street lights,Dark Street no lights
T20180021320,2018-11-14 07:34:00,0,Day,Day
T20180021321,2018-12-10 10:50:00,1,Day,Day
T20180021322,2018-12-11 22:30:00,0,Dark Street lights on,Dark Street lights on
T20180021326,2018-10-31 13:30:00,0,Day,Day
T20180021327,2018-11-14 12:11:00,0,Day,Day
T20180021329,2018-11-14 14:25:00,0,Day,Day
T20180021330,2018-11-14 14:08:00,0,Day,Day
T20180021331,2018-11-14 13:10:00,0,Day,Day
T20180021332,2018-11-14 14:00:00,0,Day,Day
T20180021334,2018-11-14 15:40:00,0,Day,Day
T20180021335,2018-11-14 16:47:00,0,Day,Day
T20180021338,2018-11-14 17:40:00,0,Day,Day
T20180021339,2018-11-14 15:20:00,0,Day,Day
T20180021340,2018-11-14 16:00:00,0,Day,Day
T20180021341,2018-11-14 19:30:00,0,Day,Day
T20180021343,2018-11-14 20:20:00,0,Dark Street lights on,Dark Street lights on
T20180021344,2018-11-14 19:25:00,0,Dark Street lights on,Dark Street lights on
T20180021346,2018-11-14 19:10:00,0,Day,Day
T20180021347,2018-11-14 18:30:00,0,Day,Day
T20180021349,2017-11-17 10:37:00,0,Day,Day
T20180021351,2018-02-11 16:50:00,0,Day,Day
T20180021352,2018-11-14 17:10:00,0,Day,Day
T20180021354,2018-11-15 00:30:00,0,Dark No street lights,Dark Street no lights
T20180021360,2018-11-14 15:50:00,0,Day,Day
T20180021361,2018-11-15 07:30:00,0,Day,Day
T20180021363,2018-11-15 09:25:00,0,Day,Day
T20180021364,2018-11-15 09:00:00,0,Day,Day
T20180021365,2018-11-15 08:30:00,0,Day,Day
T20180021366,2018-11-14 15:15:00,0,Day,Day
T20180021374,2018-11-15 09:00:00,0,Day,Day
T20180021375,2018-11-15 06:31:00,0,Day,Day
T20180021376,2018-11-15 13:05:00,0,Day,Day
T20180021377,2018-11-15 10:40:00,0,Day,Day
T20180021380,2018-11-15 06:41:00,0,Day,Day
T20180021382,2018-11-11 10:30:00,0,Day,Day
T20180021383,2018-11-14 15:30:00,0,Day,Day
T20180021384,2018-11-14 20:17:00,0,Dark Street lights on,Dark Street lights on
T20180021386,2018-11-15 14:45:00,0,Day,Day
T20180021387,2018-11-15 07:30:00,0,Day,Day
T20180021388,2018-11-15 16:15:00,0,Day,Day
T20180021390,2018-11-11 13:50:00,0,Day,Day
T20180021393,2018-11-15 17:35:00,0,Day,Day
T20180021397,2018-11-15 17:30:00,0,Day,Day
T20180021398,2018-11-15 18:42:00,0,Day,Day
T20180021401,2018-11-15 18:20:00,0,Day,Day
T20180021404,2018-11-15 17:55:00,0,Day,Day
T20180021407,2018-11-15 21:33:00,0,Dark Street lights on,Dark Street lights on
T20180021408,2018-11-15 20:44:00,0,Dark Street lights on,Dark Street lights on
T20180021412,2018-11-15 20:48:00,0,Dark Street lights on,Dark Street lights on
T20180021414,2018-11-16 00:31:00,0,Dark No street lights,Dark Street no lights
T20180021417,2018-11-15 01:46:00,0,Dark Street lights on,Dark Street lights on
T20180021421,2018-11-16 04:15:00,0,Dark Street lights on,Dark Street lights on
T20180021422,2018-11-14 17:00:00,0,Day,Day
T20180021423,2018-11-15 17:00:00,0,Day,Day
T20180021424,2018-11-16 06:18:00,0,Day,Day
T20180021427,2018-11-16 08:45:00,0,Day,Day
T20180021429,2018-11-16 08:23:00,0,Day,Day
T20180021430,2018-11-16 09:50:00,0,Day,Day
T20180021431,2018-11-16 09:37:00,0,Day,Day
T20180021433,2018-11-15 15:10:00,0,Day,Day
T20180021434,2018-11-16 08:35:00,0,Day,Day
T20180021435,2018-11-16 02:10:00,0,Dark Street lights unknown,Others
T20180021436,2018-11-16 10:59:00,0,Day,Day
T20180021439,2018-11-16 06:57:00,0,Day,Day
T20180021442,2018-11-16 11:05:00,0,Day,Day
T20180021443,2018-11-14 14:30:00,0,Day,Day
T20180021444,2018-11-16 11:04:00,0,Day,Day
T20180021445,2018-11-16 11:58:00,0,Day,Day
T20180021448,2018-10-25 08:50:00,0,Day,Day
T20180021449,2018-11-16 12:30:00,0,Day,Day
T20180021451,2018-11-16 14:00:00,0,Day,Day
T20180021452,2018-08-11 16:00:00,0,Day,Day
T20180021453,2018-11-16 06:45:00,0,Day,Day
T20180021454,2018-10-27 13:30:00,0,Day,Day
T20180021457,2018-11-16 15:39:00,0,Day,Day
T20180021458,2018-11-16 15:21:00,0,Day,Day
T20180021459,2018-11-14 07:20:00,0,Day,Day
T20180021461,2018-11-16 16:30:00,0,Day,Day
T20180021462,2018-11-16 16:20:00,0,Day,Day
T20180021464,2018-11-16 15:55:00,0,Day,Day
T20180021465,2018-11-15 18:45:00,0,Day,Day
T20180021467,2018-11-16 17:57:00,0,Day,Day
T20180021468,2018-11-16 14:55:00,0,Day,Day
T20180021469,2018-11-16 15:40:00,0,Day,Day
T20180021470,2018-11-16 17:00:00,0,Day,Day
T20180021472,2018-11-16 19:07:00,0,Day,Day
T20180021473,2018-11-16 15:00:00,0,Day,Day
T20180021474,2018-11-16 08:15:00,0,Day,Day
T20180021475,2018-11-13 11:00:00,0,Day,Day
T20180021476,2018-11-16 19:00:00,0,Unknown,Others
T20180021480,2018-11-16 20:25:00,0,Day,Day
T20180021481,2018-11-16 20:23:00,0,Dark Street lights on,Dark Street lights on
T20180021482,2018-11-16 20:40:00,0,Dark Street lights on,Dark Street lights on
T20180021483,2018-11-16 16:00:00,0,Dusk/Dawn,Others
T20180021485,2018-11-16 15:07:00,0,Day,Day
T20180021486,2018-08-11 07:35:00,0,Day,Day
T20180021497,2018-11-17 01:45:00,0,Dark Street lights on,Dark Street lights on
T20180021500,2018-08-21 19:25:00,0,Dark Street lights unknown,Others
T20180021501,2018-11-15 18:55:00,0,Day,Day
T20180021504,2018-11-17 06:45:00,0,Day,Day
T20180021505,2018-11-16 13:30:00,1,Day,Day
T20180021507,2018-11-17 07:03:00,0,Day,Day
T20180021510,2018-11-17 11:30:00,0,Day,Day
T20180021512,2018-11-17 10:30:00,0,Day,Day
T20180021515,2018-11-15 14:24:00,0,Day,Day
T20180021517,2018-11-17 12:15:00,0,Day,Day
T20180021519,2018-03-11 17:55:00,0,Day,Day
T20180021520,2018-11-17 09:18:00,0,Day,Day
T20180021521,2018-11-17 11:15:00,0,Day,Day
T20180021522,2018-11-17 12:23:00,0,Day,Day
T20180021523,2018-11-17 10:09:00,0,Day,Day
T20180021524,2018-11-17 06:30:00,0,Dusk/Dawn,Others
T20180021527,2018-11-17 12:42:00,0,Day,Day
T20180021531,2018-11-17 08:00:00,0,Day,Day
T20180021533,2018-11-17 12:37:00,0,Day,Day
T20180021538,2018-11-17 17:00:00,0,Day,Day
T20180021539,2018-11-17 16:45:00,0,Day,Day
T20180021540,2018-11-17 13:03:00,1,Day,Day
T20180021541,2018-11-16 11:30:00,0,Day,Day
T20180021543,2018-11-17 17:10:00,0,Day,Day
T20180021544,2018-05-11 13:00:00,0,Day,Day
T20180021548,2018-11-17 17:10:00,0,Day,Day
T20180021549,2018-11-17 14:50:00,0,Day,Day
T20180021551,2018-11-17 18:13:00,0,Day,Day
T20180021554,2018-11-17 08:30:00,0,Day,Day
T20180021555,2018-11-17 18:25:00,0,Day,Day
T20180021556,2018-11-17 17:25:00,0,Day,Day
T20180021558,2018-11-17 19:20:00,0,Day,Day
T20180021560,2018-11-17 19:51:00,0,Dusk/Dawn,Others
T20180021563,2018-11-17 22:50:00,0,Dark No street lights,Dark Street no lights
T20180021566,2018-11-17 23:40:00,0,Dark Street lights on,Dark Street lights on
T20180021567,2018-11-17 23:01:00,0,Dark Street lights on,Dark Street lights on
T20180021568,2018-11-17 05:45:00,0,Dusk/Dawn,Others
T20180021569,2018-11-17 23:06:00,0,Dark Street lights on,Dark Street lights on
T20180021570,2018-11-18 01:00:00,0,Dark Street lights on,Dark Street lights on
T20180021572,2018-11-17 22:42:00,1,Dark Street lights on,Dark Street lights on
T20180021578,2018-11-18 00:30:00,0,Dark Street lights on,Dark Street lights on
T20180021579,2018-11-17 07:27:00,0,Day,Day
T20180021580,2018-11-18 05:00:00,0,Dark No street lights,Dark Street no lights
T20180021581,2018-11-17 23:05:00,1,Dark Street lights on,Dark Street lights on
T20180021582,2018-11-13 15:44:00,0,Day,Day
T20180021583,2018-11-18 05:22:00,0,Dusk/Dawn,Others
T20180021588,2018-06-17 05:00:00,0,Dark Street lights on,Dark Street lights on
T20180021589,2018-11-17 16:27:00,0,Day,Day
T20180021590,2018-11-18 08:56:00,0,Day,Day
T20180021591,2018-11-18 08:45:00,0,Day,Day
T20180021592,2018-11-17 21:00:00,0,Dark Street lights on,Dark Street lights on
T20180021594,2018-11-18 09:50:00,0,Day,Day
T20180021595,2018-11-18 09:13:00,0,Day,Day
T20180021598,2018-11-18 12:00:00,0,Day,Day
T20180021599,2018-11-18 09:47:00,0,Day,Day
T20180021601,2018-11-18 13:10:00,0,Day,Day
T20180021602,2018-11-18 13:41:00,0,Day,Day
T20180021603,2018-11-18 12:45:00,0,Day,Day
T20180021604,2018-11-18 01:30:00,0,Dark No street lights,Dark Street no lights
T20180021608,2018-11-18 14:10:00,0,Day,Day
T20180021611,2018-11-18 15:50:00,0,Day,Day
T20180021612,2018-11-18 07:35:00,0,Unknown,Others
T20180021613,2018-11-18 14:10:00,0,Day,Day
T20180021614,2018-11-18 14:10:00,0,Day,Day
T20180021616,2018-11-18 14:20:00,0,Day,Day
T20180021619,2018-11-18 17:50:00,0,Day,Day
T20180021621,2018-11-18 16:30:00,0,Day,Day
T20180021622,2018-11-18 14:00:00,1,Day,Day
T20180021623,2018-11-18 16:30:00,0,Day,Day
T20180021624,2018-11-18 11:55:00,1,Day,Day
T20180021625,2018-11-18 18:30:00,0,Day,Day
T20180021627,2018-11-18 18:30:00,0,Day,Day
T20180021630,2018-11-18 15:20:00,0,Day,Day
T20180021635,2018-11-18 19:03:00,0,Day,Day
T20180021636,2018-11-18 21:25:00,0,Dark Street lights on,Dark Street lights on
T20180021637,2018-11-18 21:09:00,0,Dark Street lights on,Dark Street lights on
T20180021638,2018-11-18 20:00:00,0,Day,Day
T20180021639,2018-11-18 21:15:00,0,Dark No street lights,Dark Street no lights
T20180021640,2018-11-15 13:30:00,0,Day,Day
T20180021642,2018-11-18 20:55:00,1,Dark Street lights on,Dark Street lights on
T20180021644,2018-11-19 03:19:00,0,Dark Street lights on,Dark Street lights on
T20180021649,2018-11-18 11:50:00,0,Day,Day
T20180021650,2018-11-19 06:50:00,0,Day,Day
T20180021653,2018-10-26 14:55:00,0,Day,Day
T20180021656,2018-11-14 04:55:00,0,Dark Street lights on,Dark Street lights on
T20180021659,2018-11-19 09:00:00,0,Day,Day
T20180021661,2018-11-19 10:25:00,1,Day,Day
T20180021662,2018-11-15 14:30:00,0,Day,Day
T20180021665,2018-11-19 09:00:00,0,Day,Day
T20180021667,2018-11-19 12:46:00,0,Day,Day
T20180021671,2018-11-19 07:00:00,0,Day,Day
T20180021673,2018-11-19 11:45:00,0,Day,Day
T20180021674,2018-11-19 14:00:00,0,Day,Day
T20180021675,2018-11-19 09:30:00,0,Day,Day
T20180021676,2018-11-19 14:00:00,0,Day,Day
T20180021677,2018-11-19 14:28:00,0,Day,Day
T20180021681,2018-11-19 15:49:00,0,Day,Day
T20180021687,2018-11-19 18:03:00,0,Day,Day
T20180021688,2018-09-10 09:20:00,0,Day,Day
